machine_id,machine_type,temperature,vibration,pressure,rpm,humidity,power_draw,operating_hours,maintenance_gap_days,tool_wear,age_days,thermal_stress,mechanical_stress,energy_intensity,maintenance_urgency,anomaly_label,failure_within_7_days
M-00774,turbine,72.21,3.51,33.14,1822.2,52.38,267.59,11.72,19,5.19,496,0.235,2.64,0.147,1.877,0,0
M-00775,cnc,79.97,3.72,29.76,1479.67,49.39,335.71,8.89,37,89.36,894,0.592,3.946,0.227,2.758,0,1
M-00776,turbine,72.58,5.32,26.79,1916.32,66.33,310.16,10.89,10,82.77,747,0.392,5.32,0.162,1.676,0,1
M-00777,robotic_arm,71.22,6.3,28.99,1327.57,31.14,265.67,9.93,55,97.16,579,-0.028,5.305,0.2,3.278,0,1
M-00778,cnc,78.7,5.87,20.9,1224.81,43.9,293.44,16.66,49,8.38,641,0.474,3.144,0.24,3.494,0,1
M-00779,turbine,80.68,3.63,36.05,1322.27,66.79,396.88,4.89,12,46.58,293,0.802,2.819,0.3,1.018,0,0
M-00780,turbine,72.53,4.46,23.59,1410.49,73.96,394.76,4.83,14,21.07,907,0.466,2.888,0.28,1.606,0,0
M-00781,cnc,74.81,3.11,29.69,1866.17,79.43,317.23,9.76,21,40.53,928,0.635,3.184,0.17,2.199,0,0
M-00782,turbine,66.18,2.81,34.89,1399.39,52.6,308.72,9.54,7,39.18,699,-0.065,2.329,0.221,1.435,0,0
M-00783,compressor,65.39,2.6,36.04,1295.26,57.49,211.85,7.54,22,61.77,993,-0.055,2.513,0.164,2.16,0,0
M-00784,robotic_arm,81.69,3.59,20.35,1288.28,61.81,416.76,18.34,40,46.56,984,0.803,2.745,0.324,3.52,0,0
M-00785,turbine,78.45,4.55,30.45,1655.2,67.3,372.36,4.48,44,96.73,982,0.695,4.801,0.225,2.847,0,1
M-00786,compressor,78.55,1.52,33.76,1629.51,55.76,353.88,22.48,2,31.39,205,0.585,1.794,0.217,1.6,0,0
M-00787,turbine,76.81,4.14,31.31,1362.61,63.11,157.14,19.15,22,44.78,185,0.572,3.117,0.115,2.183,0,0
M-00788,compressor,74.46,6.32,39.06,1112.36,57.52,307.66,12.06,50,71.56,577,0.398,4.498,0.277,3.204,0,1
M-00789,turbine,80.96,5.77,26.07,1246.85,58.27,296.74,21.18,52,31.27,153,0.731,3.581,0.238,3.478,0,1
M-00790,robotic_arm,83.35,3.38,18.71,1759.82,40.98,349.38,16.36,34,73.76,107,0.677,3.849,0.199,2.431,0,1
M-00791,cnc,83.11,2.24,35.86,1573.99,48.05,275.68,15.4,44,72.33,235,0.736,2.93,0.175,2.88,0,1
M-00792,compressor,72.99,4.84,27.78,1461.78,45.73,289.94,10.26,16,72.66,224,0.207,4.206,0.198,1.442,0,0
M-00793,compressor,87.87,0.96,20.45,1786.39,37.73,345.26,17.26,52,69.13,451,0.871,2.46,0.193,3.492,0,0
M-00794,cnc,76.28,5.75,30.05,1802.5,32.18,254.72,6.79,29,82.66,457,0.236,5.393,0.141,1.948,0,1
M-00795,cnc,80.32,3.9,38.38,1443.53,46.92,267.69,14.5,42,99.52,999,0.585,4.198,0.185,3.382,0,1
M-00796,compressor,76.82,6.76,23.42,1446.84,48.83,317.57,6.32,17,10.26,1090,0.429,3.992,0.219,1.968,0,1
M-00797,cnc,76.47,1.78,45.02,1345.23,53.26,392.0,12.9,12,52.23,278,0.456,1.947,0.291,1.486,0,0
M-00798,cnc,66.64,5.49,25.97,1398.77,58.67,357.55,16.33,32,82.24,511,0.019,4.66,0.256,2.685,0,1
M-00799,robotic_arm,81.01,4.06,31.52,1182.46,54.26,374.9,7.11,32,5.0,654,0.693,2.022,0.317,2.252,0,0
M-00800,robotic_arm,102.45,3.74,23.69,1181.73,48.92,309.12,8.44,35,56.79,393,1.712,2.879,0.262,2.234,1,1
M-00801,robotic_arm,70.25,2.28,31.25,1139.92,41.02,402.18,20.27,48,67.68,457,0.023,2.237,0.353,3.517,0,0
M-00802,compressor,74.71,5.03,30.2,1645.18,62.52,191.82,9.11,46,23.22,834,0.461,3.583,0.117,3.082,0,1
M-00803,turbine,69.54,5.15,22.06,1168.95,50.78,436.45,5.91,19,43.08,562,0.085,3.362,0.373,1.583,1,0
M-00804,robotic_arm,69.12,6.7,47.95,1800.99,46.79,444.86,10.61,29,80.0,870,0.024,5.857,0.247,2.522,1,1
M-00805,cnc,89.44,5.61,28.03,1318.53,49.76,334.68,22.7,6,11.33,173,1.07,3.197,0.254,1.746,0,1
M-00806,cnc,67.27,3.37,28.03,1762.72,43.21,359.1,17.88,47,17.81,624,-0.104,2.727,0.204,3.473,0,0
M-00807,robotic_arm,69.26,2.79,36.81,1384.29,45.63,302.53,15.51,9,82.72,434,0.019,3.169,0.219,1.652,0,0
M-00808,cnc,58.13,2.28,41.89,1168.09,45.25,291.38,20.81,6,81.87,410,-0.541,2.562,0.249,1.83,0,0
M-00809,compressor,66.42,6.26,37.76,1681.08,48.55,265.29,17.2,32,61.09,609,-0.093,5.068,0.158,2.82,0,1
M-00810,turbine,56.92,3.11,23.79,1702.34,59.87,301.81,20.22,55,44.54,425,-0.456,3.033,0.177,3.768,0,0
M-00811,cnc,80.32,6.27,32.28,1286.91,56.89,341.14,17.14,23,15.04,931,0.685,3.589,0.265,2.724,0,0
M-00812,cnc,102.0,4.94,19.71,1390.3,70.56,332.29,21.29,12,82.09,295,1.905,4.342,0.239,2.003,1,1
M-00813,turbine,70.33,4.66,36.41,1286.96,66.54,434.13,16.48,12,27.97,1081,0.282,2.962,0.337,2.37,1,0
M-00814,robotic_arm,57.33,3.77,21.19,1428.31,75.48,311.52,9.3,50,91.75,492,-0.279,3.949,0.218,2.968,0,0
M-00815,cnc,83.0,5.12,26.18,1469.41,58.71,208.23,4.82,40,78.7,674,0.837,4.492,0.142,2.451,0,1
M-00816,turbine,66.73,4.18,30.98,1386.75,58.52,411.88,6.11,30,12.69,276,0.022,2.533,0.297,1.796,0,0
M-00817,turbine,86.99,3.68,33.67,1122.6,46.15,225.64,14.25,55,65.37,1110,0.911,2.937,0.201,3.98,0,1
M-00818,compressor,71.18,5.17,29.43,1345.44,61.91,268.64,23.44,8,92.46,803,0.278,4.617,0.2,2.395,0,1
M-00819,robotic_arm,67.68,4.0,40.11,1576.63,44.13,322.66,19.19,37,88.52,944,-0.075,4.222,0.205,3.418,0,1
M-00820,cnc,72.22,3.08,35.34,1412.4,34.35,332.12,19.51,22,63.27,1083,0.055,2.978,0.235,2.953,0,0
M-00821,cnc,81.58,5.04,34.87,1391.06,70.32,211.05,17.28,15,21.34,1195,0.882,3.186,0.152,2.632,0,0
M-00822,robotic_arm,71.73,4.11,23.62,1282.46,37.01,256.48,22.07,55,69.62,372,0.056,3.485,0.2,3.834,0,1
M-00823,cnc,69.03,4.88,41.2,1340.19,57.27,208.75,18.71,57,68.28,455,0.124,3.967,0.156,3.782,0,1
M-00824,robotic_arm,72.01,3.56,26.18,1703.61,41.44,345.41,9.17,50,60.93,358,0.115,3.613,0.203,2.848,0,0
M-00825,turbine,61.28,2.51,41.43,1244.84,65.52,381.92,13.99,10,30.25,646,-0.181,1.762,0.307,1.778,0,0
M-00826,cnc,77.97,6.63,43.13,1579.75,67.16,225.58,12.09,43,90.53,1086,0.67,5.713,0.143,3.35,0,1
M-00827,robotic_arm,56.13,6.37,34.08,1458.47,58.35,369.72,7.31,22,52.74,909,-0.51,4.639,0.253,2.076,0,1
M-00828,cnc,69.56,5.44,37.19,1494.07,66.96,365.5,8.45,24,33.23,720,0.248,3.789,0.245,2.067,0,0
M-00829,turbine,81.59,3.66,12.5,1318.18,52.09,262.16,9.7,13,29.25,615,0.701,2.479,0.199,1.615,1,0
M-00830,cnc,77.03,3.78,29.83,1386.68,78.81,176.13,7.47,36,31.7,900,0.74,2.694,0.127,2.638,0,0
M-00831,robotic_arm,79.9,6.14,37.61,1448.97,60.95,235.37,8.35,51,48.8,608,0.705,4.42,0.162,3.047,0,1
M-00832,robotic_arm,73.35,3.7,36.55,1356.28,41.19,266.31,22.33,15,26.93,1076,0.179,2.514,0.196,2.836,0,0
M-00833,compressor,85.7,3.31,23.68,1509.66,52.84,405.21,10.86,33,54.15,710,0.913,3.063,0.268,2.564,0,1
M-00834,robotic_arm,83.25,6.82,29.24,1532.34,50.17,297.31,20.55,39,23.24,828,0.764,4.406,0.194,3.483,0,1
M-00835,robotic_arm,78.46,4.13,15.78,1841.09,48.99,239.56,5.29,38,30.74,844,0.513,3.518,0.13,2.541,1,0
M-00836,robotic_arm,83.28,6.68,33.48,1500.07,32.11,314.61,23.64,17,16.37,914,0.585,4.142,0.21,2.86,0,1
M-00837,turbine,81.5,2.24,19.7,1105.8,56.64,220.8,19.3,3,38.95,620,0.742,1.592,0.2,1.794,0,0
M-00838,turbine,69.61,4.93,37.78,1659.34,35.37,338.43,22.13,50,43.57,519,-0.066,3.951,0.204,3.761,0,0
M-00839,compressor,60.56,7.1,38.1,1413.3,21.7,241.45,14.52,36,43.35,550,-0.655,4.791,0.171,2.769,1,1
M-00840,compressor,78.2,4.24,28.15,1812.15,47.87,250.89,16.69,42,73.86,1131,0.489,4.399,0.138,3.624,0,1
M-00841,cnc,79.46,3.83,34.13,1714.77,42.93,329.41,11.22,32,50.92,211,0.502,3.575,0.192,2.129,0,0
M-00842,turbine,84.9,2.57,29.7,1359.05,41.66,418.77,12.64,24,70.84,871,0.762,2.769,0.308,2.444,0,0
M-00843,compressor,64.64,5.72,32.45,1579.94,14.76,447.86,19.01,16,8.15,1156,-0.521,3.563,0.283,2.744,1,0
M-00844,compressor,64.94,3.12,24.12,1343.09,41.79,237.41,5.0,40,46.48,169,-0.235,2.565,0.177,2.041,0,0
M-00845,cnc,78.6,4.07,34.73,1450.48,49.92,266.22,4.73,50,13.53,775,0.529,2.58,0.184,2.93,0,0
M-00846,turbine,73.29,2.47,21.15,1571.68,44.39,338.51,21.5,20,48.9,750,0.208,2.583,0.215,2.715,0,0
M-00847,compressor,55.14,6.38,20.02,1650.34,56.65,380.97,6.2,3,63.44,461,-0.576,5.135,0.231,0.876,0,1
M-00848,robotic_arm,77.75,5.82,30.27,1611.14,68.71,164.33,18.42,11,80.69,195,0.675,5.115,0.102,1.708,0,1
M-00849,cnc,55.48,4.16,29.73,1463.5,58.2,310.68,7.99,35,57.27,842,-0.544,3.522,0.212,2.581,0,0
M-00850,turbine,64.55,2.58,32.63,1897.02,64.32,273.34,11.32,15,41.05,669,-0.029,2.952,0.144,1.837,0,0
M-00851,cnc,87.52,6.35,27.1,1384.3,65.31,179.94,9.87,49,30.12,924,1.129,4.073,0.13,3.322,0,1
M-00852,cnc,92.25,3.69,42.31,1160.7,39.77,218.08,13.81,17,95.96,188,1.11,3.606,0.188,1.665,0,1
M-00853,turbine,61.84,2.65,31.96,1195.35,57.27,268.09,20.53,30,23.84,1127,-0.235,1.643,0.224,3.371,0,0
M-00854,turbine,70.71,1.73,32.4,1715.32,63.94,308.82,21.51,15,9.03,786,0.275,1.584,0.18,2.546,0,0
M-00855,cnc,74.43,3.3,32.18,1436.2,46.77,370.53,8.44,28,16.96,581,0.289,2.203,0.258,2.111,0,0
M-00856,compressor,91.81,2.16,37.02,1478.63,42.51,328.03,10.75,41,99.76,596,1.116,3.298,0.222,2.782,0,1
M-00857,robotic_arm,69.07,3.33,34.46,1352.35,58.36,366.59,20.74,48,91.08,1146,0.137,3.584,0.271,4.119,0,1
M-00858,turbine,69.23,5.24,33.65,1368.51,34.22,306.74,5.79,44,35.42,703,-0.096,3.547,0.224,2.693,0,1
M-00859,compressor,89.49,3.67,35.42,1308.32,38.94,259.18,6.34,31,5.37,734,0.964,1.997,0.198,2.232,0,0
M-00860,compressor,70.25,4.7,20.05,1534.81,44.0,293.06,13.59,28,77.88,810,0.053,4.334,0.191,2.61,0,1
M-00861,robotic_arm,81.22,3.19,20.28,1432.47,57.41,350.21,19.8,20,33.55,436,0.735,2.47,0.244,2.352,0,0
M-00862,robotic_arm,59.23,4.29,30.54,1528.3,54.63,372.12,10.72,59,7.1,367,-0.392,2.686,0.243,3.309,0,0
M-00863,turbine,72.29,6.89,29.81,1511.1,64.39,295.39,5.39,44,48.38,923,0.358,4.915,0.195,2.852,0,1
M-00864,robotic_arm,57.4,3.71,34.48,1373.34,40.94,244.61,23.36,53,45.29,444,-0.62,2.909,0.178,3.891,0,0
M-00865,cnc,63.45,4.74,31.12,1187.43,40.29,326.82,22.78,44,39.37,127,-0.325,3.09,0.275,3.233,0,1
M-00866,turbine,82.39,2.01,34.49,1171.76,58.29,336.07,17.04,7,67.07,625,0.802,2.12,0.287,1.823,0,0
M-00867,turbine,73.5,6.33,23.53,1994.8,42.42,385.13,17.64,17,73.97,101,0.199,5.81,0.193,1.822,0,1
M-00868,turbine,70.81,3.53,30.94,1716.07,44.76,260.88,22.67,28,58.12,718,0.088,3.557,0.152,3.079,0,0
M-00869,cnc,66.51,5.67,22.95,1691.23,29.72,261.59,16.88,20,6.33,805,-0.277,3.662,0.155,2.483,0,0
M-00870,cnc,71.79,4.03,33.32,1328.57,55.49,354.15,19.77,54,7.13,1115,0.245,2.256,0.267,4.275,0,0
M-00871,robotic_arm,77.01,5.06,19.73,1451.71,70.5,278.52,13.27,30,88.77,763,0.656,4.63,0.192,2.632,0,1
M-00872,cnc,83.83,5.14,33.09,1303.23,39.65,275.77,8.56,14,22.71,480,0.688,3.143,0.212,1.474,0,0
M-00873,turbine,47.75,3.57,22.19,1213.83,64.26,386.52,20.65,36,42.82,803,-0.87,2.552,0.318,3.348,0,0
M-00874,compressor,65.68,5.73,28.7,1344.02,51.29,215.88,17.69,23,14.84,746,-0.103,3.367,0.161,2.603,0,0
M-00875,robotic_arm,75.59,3.14,36.37,1688.71,30.82,438.65,9.79,9,26.78,912,0.188,2.674,0.26,1.707,1,0
M-00876,turbine,73.01,5.29,32.36,1601.33,41.26,265.18,16.47,56,51.11,1114,0.163,4.219,0.166,4.156,0,1
M-00877,compressor,78.03,3.65,21.13,1275.39,40.52,361.34,20.33,56,27.38,197,0.407,2.379,0.283,3.624,0,0
M-00878,compressor,76.68,4.69,26.97,1393.33,48.2,297.93,9.41,47,67.61,886,0.416,3.922,0.214,3.183,0,1
M-00879,robotic_arm,70.95,3.55,21.99,1584.84,57.03,322.64,19.36,20,39.89,983,0.218,3.016,0.204,2.781,0,0
M-00880,robotic_arm,68.73,4.27,20.83,1347.23,74.19,287.92,5.45,50,79.9,454,0.278,3.871,0.214,2.705,0,1
M-00881,compressor,71.54,2.7,31.71,1464.33,34.83,360.68,16.5,18,62.19,537,0.026,2.818,0.246,2.157,0,0
M-00882,robotic_arm,85.49,4.55,34.36,1522.33,46.18,282.42,23.98,53,29.13,550,0.836,3.258,0.186,4.017,0,1
M-00883,turbine,66.68,4.26,33.64,1520.37,41.25,267.76,21.33,53,81.8,504,-0.154,4.152,0.176,3.82,0,1
M-00884,compressor,73.37,3.44,34.62,1495.75,36.78,422.87,21.51,11,93.55,1065,0.136,3.902,0.283,2.618,0,1
M-00885,cnc,75.83,4.12,30.93,1332.33,53.15,306.91,17.61,20,16.4,451,0.423,2.499,0.23,2.232,0,0
M-00886,compressor,89.6,4.39,29.36,1350.82,52.02,261.08,13.22,42,68.62,575,1.1,3.715,0.193,2.953,0,1
M-00887,compressor,71.0,3.34,24.56,1245.94,30.23,208.13,17.54,15,64.93,739,-0.048,2.914,0.167,2.268,0,0
M-00888,cnc,83.59,4.02,28.36,1168.96,52.22,426.26,10.42,48,68.62,369,0.802,3.253,0.365,2.853,0,1
M-00889,cnc,86.32,2.79,23.07,1429.35,37.54,269.12,15.06,41,7.96,864,0.791,1.737,0.188,3.263,0,0
M-00890,robotic_arm,73.36,7.48,25.93,1596.93,52.14,439.02,14.79,15,7.67,670,0.29,4.551,0.275,2.046,1,1
M-00891,compressor,71.89,5.68,31.53,1201.55,67.23,330.93,14.87,46,33.01,278,0.367,3.502,0.275,2.964,0,0
M-00892,turbine,70.71,4.58,30.29,1499.14,57.56,314.29,12.24,4,12.62,296,0.211,2.914,0.21,1.141,0,0
M-00893,cnc,71.44,5.84,49.39,1591.23,54.13,316.04,11.06,24,39.78,120,0.213,4.281,0.199,1.723,0,0
M-00894,cnc,82.54,1.43,22.93,1119.39,45.65,449.04,10.61,12,87.88,736,0.684,2.143,0.401,1.73,1,0
M-00895,turbine,76.31,0.62,30.25,1401.3,52.8,162.51,8.49,2,38.67,978,0.444,1.116,0.116,1.405,0,0
M-00896,turbine,76.35,3.64,22.46,1746.32,58.76,318.93,12.77,45,42.32,1190,0.505,3.344,0.183,3.558,0,1
M-00897,cnc,62.75,2.27,28.67,1549.35,57.57,287.76,6.35,10,30.41,822,-0.187,2.07,0.186,1.466,0,0
M-00898,cnc,64.33,3.87,28.92,1113.32,50.81,291.15,22.03,42,45.05,1165,-0.176,2.619,0.262,3.973,0,1
M-00899,cnc,95.43,4.49,36.07,1568.5,54.61,314.71,5.39,6,80.76,1186,1.418,4.324,0.201,1.552,1,1
M-00900,compressor,72.22,5.49,28.3,1315.41,36.2,287.69,20.75,53,83.93,771,0.073,4.577,0.219,4.007,0,1
M-00901,compressor,66.25,2.61,29.85,1574.44,43.19,317.23,8.82,58,45.0,506,-0.156,2.583,0.201,3.271,0,0
M-00902,cnc,88.31,4.76,28.42,1325.79,60.49,303.47,21.06,20,42.7,1073,1.12,3.366,0.229,2.958,0,0
M-00903,cnc,76.82,4.22,22.59,1440.45,62.1,219.62,18.41,30,23.53,792,0.562,2.849,0.152,2.964,0,0
M-00904,compressor,79.78,4.69,27.09,1353.24,53.12,329.79,22.42,38,97.68,994,0.62,4.464,0.244,3.694,0,1
M-00905,turbine,72.62,3.47,28.71,1450.57,69.75,351.54,21.4,36,34.54,341,0.428,2.673,0.242,3.008,0,0
M-00906,robotic_arm,70.81,6.14,31.44,1347.89,58.1,269.77,18.02,3,37.55,1145,0.222,4.052,0.2,2.155,0,0
M-00907,compressor,72.3,4.06,34.35,1409.76,49.2,426.41,7.03,58,45.84,566,0.207,3.161,0.302,3.214,0,1
M-00908,cnc,60.17,6.68,29.59,1238.39,37.36,391.81,14.98,56,12.64,1059,-0.518,3.698,0.316,4.021,0,1
M-00909,cnc,73.12,3.09,29.49,1538.32,69.26,359.86,10.8,30,36.21,506,0.449,2.623,0.234,2.269,0,0
M-00910,cnc,76.96,5.24,20.68,1481.55,61.24,359.07,21.72,34,93.41,1088,0.56,4.867,0.242,3.57,0,1
M-00911,turbine,92.5,4.12,34.24,1159.02,73.58,306.96,21.44,11,12.07,836,1.461,2.161,0.265,2.423,0,0
M-00912,turbine,74.86,3.74,26.82,1628.72,78.0,379.19,10.28,45,27.85,344,0.623,2.941,0.233,2.704,0,0
M-00913,turbine,50.66,5.09,35.48,1418.27,36.56,407.1,17.43,31,25.69,254,-1.002,3.337,0.287,2.498,0,0
M-00914,turbine,73.06,3.78,38.9,1479.12,36.59,357.52,10.77,18,27.33,265,0.119,2.739,0.242,1.587,0,0
M-00915,turbine,101.4,0.47,29.87,1587.62,17.64,267.93,17.56,19,95.69,505,1.346,2.442,0.169,2.235,1,0
M-00916,turbine,82.66,-0.09,24.86,1509.08,63.02,302.42,16.28,6,72.31,138,0.863,1.554,0.2,1.332,0,0
M-00917,cnc,65.89,5.98,30.9,1659.74,59.88,342.29,14.22,47,92.38,698,-0.007,5.508,0.206,3.315,0,1
M-00918,cnc,79.91,5.92,33.09,1397.21,53.17,359.45,21.57,5,86.47,821,0.627,4.983,0.257,2.178,0,1
M-00919,compressor,66.58,6.84,29.11,1636.2,37.29,299.96,8.92,34,64.35,916,-0.198,5.388,0.183,2.659,0,1
M-00920,robotic_arm,60.46,4.18,27.62,1472.13,50.93,268.16,19.95,49,58.18,1126,-0.368,3.563,0.182,4.095,0,1
M-00921,cnc,70.52,2.39,34.38,1541.37,54.22,407.97,17.79,5,53.36,978,0.168,2.584,0.265,2.082,0,0
M-00922,turbine,74.92,3.61,33.99,1522.65,61.39,235.3,9.63,10,70.51,1193,0.46,3.572,0.155,1.972,0,1
M-00923,robotic_arm,55.28,4.22,28.92,1673.33,55.28,243.81,12.43,46,71.67,760,-0.583,4.143,0.146,3.219,0,0
M-00924,compressor,62.51,2.79,21.08,1579.85,59.97,218.74,5.38,49,61.95,1036,-0.175,3.03,0.138,3.146,0,0
M-00925,cnc,74.1,6.51,33.74,1370.27,50.51,243.67,15.95,6,47.65,949,0.31,4.49,0.178,1.988,0,0
M-00926,cnc,69.92,7.34,26.4,1334.57,66.18,386.08,21.76,17,69.16,1012,0.258,5.324,0.289,2.829,1,1
M-00927,cnc,77.95,4.87,32.29,1441.04,59.58,388.25,6.36,37,19.88,545,0.593,3.135,0.269,2.316,0,0
M-00928,turbine,61.85,4.18,31.91,1313.18,37.76,300.19,6.64,33,57.4,665,-0.43,3.326,0.229,2.273,0,0
M-00929,robotic_arm,81.14,2.39,19.67,1260.61,68.67,337.26,13.49,31,54.33,1104,0.844,2.2,0.268,2.969,0,0
M-00930,robotic_arm,62.16,6.37,31.49,1066.95,66.71,304.32,9.62,17,55.79,591,-0.125,4.141,0.285,1.75,0,1
M-00931,cnc,90.43,4.31,34.09,1171.13,57.59,227.52,9.54,33,53.53,763,1.197,3.112,0.194,2.528,0,0
M-00932,compressor,56.84,3.8,34.82,1807.37,55.37,449.18,16.77,4,76.28,800,-0.504,4.195,0.249,1.833,1,0
M-00933,compressor,63.07,4.87,31.7,1331.83,71.9,394.36,12.21,52,76.96,295,-0.027,4.122,0.296,3.058,0,1
M-00934,turbine,78.17,3.38,19.14,1792.62,32.4,328.04,20.89,33,36.31,115,0.333,3.146,0.183,2.669,0,0
M-00935,turbine,90.64,4.41,38.66,1522.57,66.89,249.37,12.58,23,38.32,861,1.301,3.365,0.164,2.392,0,0
M-00936,cnc,77.15,2.18,33.47,1441.04,46.29,290.38,16.31,23,6.57,971,0.42,1.389,0.202,2.707,0,0
M-00937,turbine,79.63,5.72,23.78,1179.89,65.14,259.99,11.96,23,15.76,736,0.733,3.148,0.22,2.251,0,0
M-00938,cnc,74.18,4.05,26.27,1450.84,53.44,311.34,9.12,27,29.92,819,0.343,2.901,0.215,2.31,0,0
M-00939,turbine,63.74,5.82,32.39,1790.59,37.08,325.15,13.43,13,77.74,164,-0.342,5.315,0.182,1.462,0,1
M-00940,cnc,69.1,3.92,35.08,1730.37,46.04,282.83,18.41,36,80.8,278,0.015,4.243,0.163,2.776,0,1
M-00941,cnc,61.88,4.01,28.07,1499.36,64.26,210.46,23.06,12,28.56,908,-0.163,2.918,0.14,2.62,0,0
M-00942,turbine,61.21,2.5,35.95,1243.24,49.48,443.58,4.84,20,87.63,795,-0.345,2.905,0.357,1.753,1,0
M-00943,cnc,78.02,5.26,20.24,1277.71,44.54,320.44,14.64,52,40.69,309,0.446,3.534,0.251,3.216,0,1
M-00944,compressor,62.77,2.97,24.75,1296.53,44.46,334.68,16.72,34,80.81,755,-0.317,3.104,0.258,2.992,0,0
M-00945,compressor,77.2,3.52,18.61,1680.07,59.71,277.54,5.71,54,49.35,128,0.557,3.323,0.165,2.61,0,0
M-00946,cnc,60.98,4.2,25.62,1743.71,73.01,203.47,20.58,40,72.7,964,-0.121,4.256,0.117,3.638,0,1
M-00947,robotic_arm,76.96,4.37,40.05,1485.26,26.31,299.59,9.52,47,38.85,119,0.211,3.302,0.202,2.55,0,0
M-00948,turbine,69.11,1.81,43.35,1395.45,85.61,283.99,21.5,7,11.71,1019,0.412,1.224,0.204,2.419,0,0
M-00949,turbine,88.07,3.88,32.41,1728.77,54.44,351.12,15.05,31,29.13,338,1.048,3.185,0.203,2.425,0,0
M-00950,compressor,77.24,5.31,27.17,1273.86,58.96,363.9,7.04,22,71.22,371,0.551,4.167,0.286,1.612,0,1
M-00951,compressor,86.36,3.67,29.67,1459.33,46.76,354.73,18.78,2,92.21,1117,0.886,3.948,0.243,2.138,0,1
M-00952,cnc,66.44,3.89,33.84,1533.33,51.96,369.24,7.14,7,64.69,994,-0.058,3.621,0.241,1.537,0,0
M-00953,cnc,74.56,4.43,21.62,1294.7,54.31,422.24,18.41,13,78.05,463,0.371,3.846,0.326,2.01,0,1
M-00954,cnc,64.19,4.02,27.57,1335.54,39.41,330.34,20.16,2,6.34,292,-0.296,2.248,0.247,1.533,0,0
M-00955,turbine,69.86,2.76,39.61,1321.53,42.33,376.45,15.51,27,77.21,211,0.017,2.949,0.285,2.186,0,0
M-00956,turbine,71.38,4.15,24.73,1705.01,66.21,337.1,9.42,4,84.38,527,0.331,4.405,0.198,1.164,0,0
M-00957,turbine,66.74,5.59,26.51,1794.59,33.37,181.5,12.75,49,44.2,734,-0.229,4.523,0.101,3.336,0,1
M-00958,compressor,61.84,2.73,31.08,1470.66,57.29,294.96,14.56,36,51.92,636,-0.235,2.64,0.201,2.844,0,0
M-00959,compressor,59.86,3.68,32.7,1401.72,47.55,248.6,17.32,57,9.98,1085,-0.431,2.224,0.177,4.223,0,0
M-00960,compressor,50.6,2.27,27.25,1342.03,40.47,320.04,16.68,6,21.59,983,-0.965,1.595,0.238,2.06,0,0
M-00961,compressor,63.44,5.52,31.46,1450.31,75.66,253.58,12.01,6,10.37,378,0.028,3.314,0.175,1.276,0,0
M-00962,compressor,80.27,4.07,34.65,1350.96,40.55,344.37,19.16,52,74.48,1090,0.519,3.658,0.255,4.138,0,1
M-00963,cnc,58.02,3.01,42.77,1432.53,38.44,368.77,19.43,24,80.99,602,-0.615,3.322,0.257,2.627,0,0
M-00964,cnc,60.32,4.33,30.24,1524.38,49.76,383.23,17.93,46,15.32,109,-0.386,2.865,0.251,3.006,0,0
M-00965,turbine,91.91,2.51,30.75,1377.04,42.78,410.25,9.44,13,92.55,1035,1.123,3.201,0.298,1.949,0,1
M-00966,compressor,67.64,2.75,40.16,1415.87,52.08,196.06,13.39,2,84.76,908,0.003,3.232,0.138,1.64,0,0
M-00967,turbine,77.21,2.16,27.71,1416.62,53.86,227.06,12.66,30,59.75,484,0.499,2.404,0.16,2.363,0,0
M-00968,cnc,80.42,2.71,23.05,1392.84,54.82,495.31,20.34,35,97.94,1064,0.669,3.437,0.356,3.507,1,1
M-00969,robotic_arm,80.63,6.1,32.5,1370.54,50.51,370.62,20.16,8,88.83,1095,0.636,5.09,0.27,2.442,0,1
M-00970,cnc,58.78,3.17,37.46,1587.2,43.57,319.59,21.32,2,26.15,1149,-0.525,2.536,0.201,2.317,0,0
M-00971,cnc,71.69,4.85,33.17,1131.27,59.72,307.08,8.62,14,95.63,1102,0.282,4.198,0.271,1.996,0,1
M-00972,cnc,57.82,3.03,30.42,1733.37,50.66,301.3,18.97,8,47.08,387,-0.503,3.084,0.174,1.781,0,0
M-00973,cnc,98.46,5.26,22.31,1474.4,46.05,179.31,21.41,59,19.71,708,1.484,3.395,0.122,4.234,1,1
M-00974,turbine,58.05,2.76,30.65,1559.8,69.76,254.8,7.33,59,24.01,281,-0.3,2.228,0.163,3.034,0,0
M-00975,compressor,63.52,4.25,38.4,1580.51,50.54,297.73,4.8,2,70.0,846,-0.218,3.998,0.188,1.073,0,0
M-00976,robotic_arm,63.59,4.27,23.6,1322.55,65.1,258.47,6.11,28,98.82,643,-0.069,4.216,0.195,2.022,0,0
M-00977,compressor,59.03,7.46,29.53,1285.42,66.72,266.97,16.12,24,47.3,1066,-0.281,4.885,0.208,2.816,1,1
M-00978,compressor,87.53,5.08,28.68,1264.19,67.45,471.32,12.43,3,59.45,1090,1.151,3.79,0.373,1.774,1,1
M-00979,compressor,98.22,3.37,26.81,1405.53,60.29,288.64,7.9,40,33.52,442,1.614,2.532,0.205,2.442,1,0
M-00980,cnc,69.24,5.16,32.49,1575.86,51.99,323.08,14.57,51,85.32,440,0.082,4.795,0.205,3.281,0,1
